=== INICIANDO BENCHMARK: 07/01/2026 15:37 ===
Total de frases a evaluar: 30
============================================================
[+] Modelo 'fernando' cargado exitosamente.
[+] Modelo 'diego' cargado exitosamente.
[+] Modelo 'alexis' cargado exitosamente.

=============================================================================================================================
CANDIDATO            | ÉXITO   | NEGATIVOS  | LATENCIA     | RAM        | TECH
-----------------------------------------------------------------------------------------------------------------------------
fernando             |  10.0% | 3/3        |  113.16 ms |   26.1 MB | Keras
diego                |  43.3% | 3/3        |    1.60 ms |   38.7 MB | PKL
alexis               |  63.3% | 3/3        |    1.52 ms |    0.1 MB | PKL
-----------------------------------------------------------------------------------------------------------------------------
LEYENDA: [ OK ] = Acierto | [!!!!] = Fallo. Logs en: /home/degops/Projects/Repositorios/repo_NoCountryChallenges/Hackathon_Feelings_API/root/sentiment-api-G68/ml-python/src/app/../../data/results/reports/models_audit_evaluation

DETALLE DE EJECUCIÓN COMPARATIVO (POR FRASE):
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
NRO | REAL       | COMENTARIO      | SUGIRIÓ    | CANDIDATO    | PREDICHO     | RESULTADO  | CANDIDATO    | PREDICHO     | RESULTADO  | CANDIDATO    | PREDICHO     | RESULTADO  |
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
157 | POSITIVO   | el doctor me... | ALEXIS     | fernando     | NEGATIVO     | [!!!!]     | diego        | POSITIVO     | [ OK ]     | alexis       | POSITIVO     | [ OK ]     |
158 | NEUTRO     | la clínica a... | ALEXIS     | fernando     | NEGATIVO     | [!!!!]     | diego        | NEGATIVO     | [!!!!]     | alexis       | POSITIVO     | [!!!!]     |
159 | POSITIVO   | la hamburgue... | ALEXIS     | fernando     | NEGATIVO     | [!!!!]     | diego        | NEGATIVO     | [!!!!]     | alexis       | POSITIVO     | [ OK ]     |
160 | POSITIVO   | el soporte t... | ALEXIS     | fernando     | NEGATIVO     | [!!!!]     | diego        | NEGATIVO     | [!!!!]     | alexis       | POSITIVO     | [ OK ]     |
161 | NEUTRO     | la suscripci... | ALEXIS     | fernando     | NEGATIVO     | [!!!!]     | diego        | NEGATIVO     | [!!!!]     | alexis       | POSITIVO     | [!!!!]     |
162 | POSITIVO   | el mesero fu... | ALEXIS     | fernando     | NEGATIVO     | [!!!!]     | diego        | POSITIVO     | [ OK ]     | alexis       | POSITIVO     | [ OK ]     |
163 | POSITIVO   | qué buen det... | ALEXIS     | fernando     | NEGATIVO     | [!!!!]     | diego        | NEUTRO       | [!!!!]     | alexis       | POSITIVO     | [ OK ]     |
164 | NEUTRO     | la capacidad... | ALEXIS     | fernando     | NEGATIVO     | [!!!!]     | diego        | NEGATIVO     | [!!!!]     | alexis       | NEGATIVO     | [!!!!]     |
165 | NEGATIVO   | el probador ... | ALEXIS     | fernando     | NEGATIVO     | [ OK ]     | diego        | NEGATIVO     | [ OK ]     | alexis       | NEGATIVO     | [ OK ]     |
