=== INICIANDO AUDITORÍA JUSTA: 2026-01-07 18:07:45 ===
[SISTEMA] 50 casos cargados para evaluación.

[+] 'alexis' cargado. Impacto neto: 1332.0 KB
[+] 'diego' cargado. Impacto neto: 50828.0 KB
[+] 'fernando' cargado. Impacto neto: 66520.0 KB

[SISTEMA] Iniciando fase de Warm-up (Calentamiento de CPU)...
[SISTEMA] Procesando 50 frases en orden aleatorio...

=============================================================================================================================
CANDIDATO            | ÉXITO   | NEGATIVOS  | LATENCIA     | RAM        | TECH
-----------------------------------------------------------------------------------------------------------------------------
alexis               |  38.0% | 7/10       |    0.69 ms | 1332.0 KB | PKL
diego                |  32.0% | 9/10       |    0.80 ms | 50828.0 KB | PKL
fernando             |  20.0% | 10/10       |   50.46 ms | 66520.0 KB | Keras
-----------------------------------------------------------------------------------------------------------------------------
LEYENDA: [ OK ] = Acierto | [!!!!] = Fallo. Logs en: /home/degops/Projects/Repositorios/repo_NoCountryChallenges/Hackathon_Feelings_API/root/sentiment-api-G68/ml-python/data/results/reports/models_audit_evaluation

DETALLE DE EJECUCIÓN COMPARATIVO (POR FRASE):
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
NRO | REAL       | COMENTARIO      | SUGIRIÓ    | CANDIDATO    | PREDICHO     | RESULTADO  | CANDIDATO    | PREDICHO     | RESULTADO  | CANDIDATO    | PREDICHO     | RESULTADO  |
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
479 | POSITIVO   | el setup d l... | ALEXIS     | alexis       | POSITIVO     | [ OK ]     | diego        | NEGATIVO     | [!!!!]     | fernando     | NEGATIVO     | [!!!!]     |
480 | NEUTRO     | la version e... | ALEXIS     | alexis       | POSITIVO     | [!!!!]     | diego        | NEGATIVO     | [!!!!]     | fernando     | NEGATIVO     | [!!!!]     |
481 | POSITIVO   | la atencion ... | ALEXIS     | alexis       | NEGATIVO     | [!!!!]     | diego        | POSITIVO     | [ OK ]     | fernando     | NEGATIVO     | [!!!!]     |
482 | NEGATIVO   | el soporte e... | ALEXIS     | alexis       | NEGATIVO     | [ OK ]     | diego        | NEGATIVO     | [ OK ]     | fernando     | NEGATIVO     | [ OK ]     |
483 | POSITIVO   | me volaron e... | ALEXIS     | alexis       | NEGATIVO     | [!!!!]     | diego        | NEGATIVO     | [!!!!]     | fernando     | NEGATIVO     | [!!!!]     |
484 | NEUTRO     | el dpto tecn... | ALEXIS     | alexis       | NEGATIVO     | [!!!!]     | diego        | NEGATIVO     | [!!!!]     | fernando     | NEGATIVO     | [!!!!]     |
485 | POSITIVO   | la calidad d... | ALEXIS     | alexis       | NEGATIVO     | [!!!!]     | diego        | NEGATIVO     | [!!!!]     | fernando     | NEGATIVO     | [!!!!]     |
486 | NEGATIVO   | el equipo es... | ALEXIS     | alexis       | NEGATIVO     | [ OK ]     | diego        | NEGATIVO     | [ OK ]     | fernando     | NEGATIVO     | [ OK ]     |
487 | POSITIVO   | el unboxing ... | ALEXIS     | alexis       | POSITIVO     | [ OK ]     | diego        | POSITIVO     | [ OK ]     | fernando     | NEGATIVO     | [!!!!]     |
